管材类型,f采用值（上限）,f下限,Q_target (m³/s),n_unpr,i_unpr_str,i_unpr_val,D (m),水力计算内径 di (mm),公称外径 DN (mm),公称壁厚 en (mm),PE材料等级,PE公称压力 PN (MPa),PE标准尺寸比 SDR,产品标准,y_unpr (m),v_unpr (m/s),y/D_unpr,V_press (m/s),hf_press (m/km),hf_local_press (m/km),hf_total_press (m/km),h_loss_total (m),hf_press_f下限 (m/km),hf_local_press_f下限 (m/km),hf_total_press_f下限 (m/km),h_loss_total_f下限 (m),净空高度 (m),净空面积 (%),净空高<0.4m,净空面积(%)<15,Q_full_unpr (m³/s),Q_max_unpr (m³/s),加大比例 (%),分类,备注,产品族,产品型式,产品规格ID,公称口径代号,公称口径 (mm),口径基准,产品外径 (mm),产品公称壁厚 (mm),水力内径取值依据,等级体系,等级代码,内衬代号,内衬厚度 (mm),两端最小内径 (mm),两端最大内径 (mm),设计内径允许偏差 (mm),产品规格依据,规格表定位,钢管壁厚选取,钢管尺寸计算过程,钢管所需最小水力内径 (mm),钢管上取公称外径 DN (mm),钢管最小推荐档
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.3128,312.8,355,21.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,19.519464047023746,711.6290107557278,106.74435161335917,818.373362369087,818.373362369087,,,,,,,False,False,0.025917167784937033,0.027879256242957035,25.0,兜底,Q>0.0279(Q_max_unpr),PE,,PE|PE100|PN1|dn355,DN,355.0,公称外径,355.0,21.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.3526,352.6,400,23.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,15.361610944439828,401.9198043060557,60.28797064590835,462.20777495196404,462.20777495196404,,,,,,,False,False,0.035669392260918274,0.03836978388705929,25.0,兜底,Q>0.0384(Q_max_unpr),PE,,PE|PE100|PN1|dn400,DN,400.0,公称外径,400.0,23.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.3966,396.6,450,26.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,12.142160183945942,229.36840215317878,34.405260322976815,263.7736624761556,263.7736624761556,,,,,,,False,False,0.048807149961419785,0.05250215037206692,25.0,兜底,Q>0.0525(Q_max_unpr),PE,,PE|PE100|PN1|dn450,DN,450.0,公称外径,450.0,26.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.44060000000000005,440.6,500,29.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,9.838126263997408,138.86211782658785,20.829317673988175,159.69143550057603,159.69143550057603,,,,,,,False,False,0.0646142343925517,0.06950592798258617,25.0,兜底,Q>0.0695(Q_max_unpr),PE,,PE|PE100|PN1|dn500,DN,500.0,公称外径,500.0,29.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.49360000000000004,493.6,560,33.2,PE100,1.0,17.0,GB/T 13663.2—2018,,,,7.8388269242689885,80.77492154316835,12.116238231475252,92.8911597746436,92.8911597746436,,,,,,,False,False,0.08747352432294293,0.09409580627445038,25.0,兜底,Q>0.0941(Q_max_unpr),PE,,PE|PE100|PN1|dn560,DN,560.0,公称外径,560.0,33.2,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.5552,555.2,630,37.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,6.195872366212321,46.09481785918741,6.914222678878111,53.00904053806552,53.00904053806552,,,,,,,False,False,0.11969465991717364,0.12875627932940778,25.0,兜底,Q>0.1288(Q_max_unpr),PE,,PE|PE100|PN1|dn630,DN,630.0,公称外径,630.0,37.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.6257999999999999,625.8,710,42.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,4.876747388405786,26.04224376396532,3.906336564594798,29.94858032856012,29.94858032856012,,,,,,,False,False,0.16470408806014078,0.17717319706360732,25.0,兜底,Q>0.1772(Q_max_unpr),PE,,PE|PE100|PN1|dn710,DN,710.0,公称外径,710.0,42.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.7052,705.2,800,47.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.840402736109957,14.730799789955613,2.209619968493342,16.940419758448954,16.940419758448954,,,,,,,False,False,0.2264865231921921,0.24363294122444162,25.0,兜底,Q>0.2436(Q_max_unpr),PE,,PE|PE100|PN1|dn800,DN,800.0,公称外径,800.0,47.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.7934,793.4,900,53.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.0340098430890623,8.396498982121507,1.259474847318226,9.655973829439732,9.655973829439732,,,,,,,False,False,0.3101145038015385,0.33359207255529866,25.0,兜底,Q>0.3336(Q_max_unpr),PE,,PE|PE100|PN1|dn900,DN,900.0,公称外径,900.0,53.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,0.8814,881.4,1000,59.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2.458415499506175,5.083941973366401,0.7625912960049601,5.846533269371362,5.846533269371362,,,,,,,False,False,0.4105231743491136,0.4416022949082772,25.0,兜底,Q>0.4416(Q_max_unpr),PE,,PE|PE100|PN1|dn1000,DN,1000.0,公称外径,1000.0,59.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,1.0642,1064.2,1200,67.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.686377769437363,2.069069557207738,0.31036043358116067,2.3794299907888985,2.3794299907888985,,,,,,,False,False,0.6785860084869199,0.7299591286547755,25.0,兜底,Q>0.7300(Q_max_unpr),PE,,PE|PE100|PN1|dn1200,DN,1200.0,公称外径,1200.0,67.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,1.2352,1235.2,1400,82.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.2517765506175655,1.0164573846009395,0.15246860769014092,1.1689259922910804,1.1689259922910804,,,,,,,False,False,1.0096611443402108,1.0860986815842522,25.0,经济,Q>1.0861(Q_max_unpr),PE,,PE|PE100|PN1|dn1400,DN,1400.0,公称外径,1400.0,82.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,1.4118,1411.8,1600,94.1,PE100,1.0,17.0,GB/T 13663.2—2018,1.2161372939104353,1.0458983968989022,0.8614090479603594,0.9581974760597768,0.5373508723875323,0.08060263085812984,0.6179535032456621,0.6179535032456621,,,,,0.1956627060895646,8.385223755879089,True,True,1.4419095849450327,1.5510709785666519,25.0,经济,,PE,,PE|PE100|PN1|dn1600,DN,1600.0,公称外径,1600.0,94.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,1.5882,1588.2,1800,105.9,PE100,1.0,17.0,GB/T 13663.2—2018,1.0357454468710963,1.0962434334252125,0.6521505143376755,0.7571658087000208,0.3064490299217996,0.04596735448826994,0.35241638441006956,0.35241638441006956,,,,,0.5524545531289038,30.93086940240486,False,False,1.9737405625254734,2.123164820954973,25.0,妥协,,PE,,PE|PE100|PN1|dn1800,DN,1800.0,公称外径,1800.0,105.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/1500,0.0006666666666666666,1.7648,1764.8,2000,117.6,PE100,1.0,17.0,GB/T 13663.2—2018,0.9583567828439831,1.1054189657539641,0.5430398814845779,0.6132116363953082,0.18532691808051005,0.027799037712076508,0.21312595579258656,0.21312595579258656,,,,,0.8064432171560169,44.526767190296944,False,False,2.6145535556288864,2.812491285435772,25.0,妥协,,PE,,PE|PE100|PN1|dn2000,DN,2000.0,公称外径,2000.0,117.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.027399999999999997,27.4,32,2.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2543.9012695172155,78814446.62108469,11822166.993162703,90636613.6142474,90636613.6142474,,,,,,,False,False,3.396839454108095e-05,3.654001021373409e-05,25.0,兜底,Q>0.0000(Q_max_unpr),PE,,PE|PE100|PN1|dn32,DN,32.0,公称外径,32.0,2.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.0352,35.2,40,2.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1541.4024705439244,23859839.089029968,3578975.8633544953,27438814.952384464,27438814.952384464,,,,,,,False,False,6.625021462838363e-05,7.12657619498486e-05,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn40,DN,40.0,公称外径,40.0,2.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.044,44.0,50,3.0,PE100,1.0,17.0,GB/T 13663.2—2018,,,,986.4975811481117,8230131.008040483,1234519.6512060724,9464650.659246556,9464650.659246556,,,,,,,False,False,0.00012011963142326382,0.00012921342378332954,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn50,DN,50.0,公称外径,50.0,3.0,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.0554,55.4,63,3.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,622.2742760568834,2742422.9679170717,411363.44518756075,3153786.4131046324,3153786.4131046324,,,,,,,False,False,0.00022204085599042303,0.0002388507097662239,25.0,兜底,Q>0.0002(Q_max_unpr),PE,,PE|PE100|PN1|dn63,DN,63.0,公称外径,63.0,3.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.066,66.0,75,4.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,438.4433693991607,1189738.3003173952,178460.7450476093,1368199.0453650046,1368199.0453650046,,,,,,,False,False,0.00035415280161907114,0.00038096433944598176,25.0,兜底,Q>0.0004(Q_max_unpr),PE,,PE|PE100|PN1|dn75,DN,75.0,公称外径,75.0,4.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.0792,79.2,90,5.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,304.4745620827505,498605.30973149964,74790.79645972494,573396.1061912245,573396.1061912245,,,,,,,False,False,0.000575891503579068,0.0006194900202696534,25.0,兜底,Q>0.0006(Q_max_unpr),PE,,PE|PE100|PN1|dn90,DN,90.0,公称外径,90.0,5.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.0968,96.8,110,6.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,203.82181428679993,191447.87970987873,28717.18195648181,220165.06166636053,220165.06166636053,,,,,,,False,False,0.0009834247630117335,0.0010578760453759215,25.0,兜底,Q>0.0011(Q_max_unpr),PE,,PE|PE100|PN1|dn110,DN,110.0,公称外径,110.0,6.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.1102,110.2,125,7.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,157.2672123200141,103150.13706797203,15472.520560195804,118622.65762816783,118622.65762816783,,,,,,,False,False,0.0013896041603490357,0.0014948057127278443,25.0,兜底,Q>0.0015(Q_max_unpr),PE,,PE|PE100|PN1|dn125,DN,125.0,公称外径,125.0,7.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.12340000000000001,123.4,140,8.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,125.42123078830382,60131.592198385144,9019.73882975777,69151.33102814291,69151.33102814291,,,,,,,False,False,0.0018789444740541846,0.002021192087543219,25.0,兜底,Q>0.0020(Q_max_unpr),PE,,PE|PE100|PN1|dn140,DN,140.0,公称外径,140.0,8.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.141,141.0,160,9.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,96.06454992720408,31834.706327112013,4775.205949066802,36609.91227617882,36609.91227617882,,,,,,,False,False,0.002681170839736535,0.002884151906274382,25.0,兜底,Q>0.0029(Q_max_unpr),PE,,PE|PE100|PN1|dn160,DN,160.0,公称外径,160.0,9.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.1586,158.6,180,10.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,75.92678517031689,18164.7670376617,2724.7150556492547,20889.482093310955,20889.482093310955,,,,,,,False,False,0.003669008137009745,0.003946774541801562,25.0,兜底,Q>0.0039(Q_max_unpr),PE,,PE|PE100|PN1|dn180,DN,180.0,公称外径,180.0,10.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.1762,176.2,200,11.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,61.51620981673726,10995.825846500627,1649.3738769750942,12645.199723475722,12645.199723475722,,,,,,,False,False,0.004857609484481112,0.005225360296690164,25.0,兜底,Q>0.0052(Q_max_unpr),PE,,PE|PE100|PN1|dn200,DN,200.0,公称外径,200.0,11.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.1982,198.2,225,13.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,48.61766282777958,6273.235681846264,940.9853522769396,7214.221034123204,7214.221034123204,,,,,,,False,False,0.006647881264086795,0.007151166623304674,25.0,兜底,Q>0.0072(Q_max_unpr),PE,,PE|PE100|PN1|dn225,DN,225.0,公称外径,225.0,13.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.2204,220.4,250,14.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,39.316803080003524,3780.565180355511,567.0847770533267,4347.6499574088375,4347.6499574088375,,,,,,,False,False,0.008823436423829783,0.009491424643489017,25.0,兜底,Q>0.0095(Q_max_unpr),PE,,PE|PE100|PN1|dn250,DN,250.0,公称外径,250.0,14.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.24680000000000002,246.8,280,16.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,31.355307697075954,2203.8885276007845,330.58327914011767,2534.471806740902,2534.471806740902,,,,,,,False,False,0.01193055373881379,0.012833769783983628,25.0,兜底,Q>0.0128(Q_max_unpr),PE,,PE|PE100|PN1|dn280,DN,280.0,公称外径,280.0,16.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.2776,277.6,315,18.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,24.783489464849286,1257.6656011658215,188.64984017487322,1446.3154413406946,1446.3154413406946,,,,,,,False,False,0.016325209066903146,0.017561127457011758,25.0,兜底,Q>0.0176(Q_max_unpr),PE,,PE|PE100|PN1|dn315,DN,315.0,公称外径,315.0,18.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.3128,312.8,355,21.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,19.519464047023746,711.6290107557278,106.74435161335917,818.373362369087,818.373362369087,,,,,,,False,False,0.02244492569589914,0.024144144145016696,25.0,兜底,Q>0.0241(Q_max_unpr),PE,,PE|PE100|PN1|dn355,DN,355.0,公称外径,355.0,21.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.3526,352.6,400,23.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,15.361610944439828,401.9198043060557,60.28797064590835,462.20777495196404,462.20777495196404,,,,,,,False,False,0.030890599835507283,0.03322920758391217,25.0,兜底,Q>0.0332(Q_max_unpr),PE,,PE|PE100|PN1|dn400,DN,400.0,公称外径,400.0,23.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.3966,396.6,450,26.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,12.142160183945942,229.36840215317878,34.405260322976815,263.7736624761556,263.7736624761556,,,,,,,False,False,0.04226823175290622,0.04546819597552058,25.0,兜底,Q>0.0455(Q_max_unpr),PE,,PE|PE100|PN1|dn450,DN,450.0,公称外径,450.0,26.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.44060000000000005,440.6,500,29.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,9.838126263997408,138.86211782658785,20.829317673988175,159.69143550057603,159.69143550057603,,,,,,,False,False,0.05595756843003195,0.0601938993465313,25.0,兜底,Q>0.0602(Q_max_unpr),PE,,PE|PE100|PN1|dn500,DN,500.0,公称外径,500.0,29.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.49360000000000004,493.6,560,33.2,PE100,1.0,17.0,GB/T 13663.2—2018,,,,7.8388269242689885,80.77492154316835,12.116238231475252,92.8911597746436,92.8911597746436,,,,,,,False,False,0.07575429422222459,0.08148935862325321,25.0,兜底,Q>0.0815(Q_max_unpr),PE,,PE|PE100|PN1|dn560,DN,560.0,公称外径,560.0,33.2,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.5552,555.2,630,37.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,6.195872366212321,46.09481785918741,6.914222678878111,53.00904053806552,53.00904053806552,,,,,,,False,False,0.10365861618561138,0.11150620879603235,25.0,兜底,Q>0.1115(Q_max_unpr),PE,,PE|PE100|PN1|dn630,DN,630.0,公称外径,630.0,37.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.6257999999999999,625.8,710,42.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,4.876747388405786,26.04224376396532,3.906336564594798,29.94858032856012,29.94858032856012,,,,,,,False,False,0.1426379243672312,0.15343648952679045,25.0,兜底,Q>0.1534(Q_max_unpr),PE,,PE|PE100|PN1|dn710,DN,710.0,公称外径,710.0,42.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.7052,705.2,800,47.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.840402736109957,14.730799789955613,2.209619968493342,16.940419758448954,16.940419758448954,,,,,,,False,False,0.19614308269925176,0.21099231629908746,25.0,兜底,Q>0.2110(Q_max_unpr),PE,,PE|PE100|PN1|dn800,DN,800.0,公称外径,800.0,47.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.7934,793.4,900,53.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.0340098430890623,8.396498982121507,1.259474847318226,9.655973829439732,9.655973829439732,,,,,,,False,False,0.2685670383741382,0.2888992093339903,25.0,兜底,Q>0.2889(Q_max_unpr),PE,,PE|PE100|PN1|dn900,DN,900.0,公称外径,900.0,53.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,0.8814,881.4,1000,59.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2.458415499506175,5.083941973366401,0.7625912960049601,5.846533269371362,5.846533269371362,,,,,,,False,False,0.35552349782856063,0.3824388057600755,25.0,兜底,Q>0.3824(Q_max_unpr),PE,,PE|PE100|PN1|dn1000,DN,1000.0,公称外径,1000.0,59.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,1.0642,1064.2,1200,67.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.686377769437363,2.069069557207738,0.31036043358116067,2.3794299907888985,2.3794299907888985,,,,,,,False,False,0.5876727220023552,0.632163149139389,25.0,兜底,Q>0.6322(Q_max_unpr),PE,,PE|PE100|PN1|dn1200,DN,1200.0,公称外径,1200.0,67.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,1.2352,1235.2,1400,82.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.2517765506175655,1.0164573846009395,0.15246860769014092,1.1689259922910804,1.1689259922910804,,,,,,,False,False,0.8743922002126895,0.9405890492687484,25.0,经济,Q>0.9406(Q_max_unpr),PE,,PE|PE100|PN1|dn1400,DN,1400.0,公称外径,1400.0,82.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,1.4118,1411.8,1600,94.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,0.9581974760597768,0.5373508723875323,0.08060263085812984,0.6179535032456621,0.6179535032456621,,,,,,,False,False,1.2487303305226745,1.3432668705115092,25.0,经济,Q>1.3433(Q_max_unpr),PE,,PE|PE100|PN1|dn1600,DN,1600.0,公称外径,1600.0,94.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,1.5882,1588.2,1800,105.9,PE100,1.0,17.0,GB/T 13663.2—2018,1.1536246782310546,0.9731555093463145,0.7263724204955639,0.7571658087000208,0.3064490299217996,0.04596735448826994,0.35241638441006956,0.35241638441006956,,,,,0.4345753217689454,22.194777563493183,False,False,1.7093094676268483,1.8387146713684461,25.0,妥协,,PE,,PE|PE100|PN1|dn1800,DN,1800.0,公称外径,1800.0,105.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2000,0.0005,1.7648,1764.8,2000,117.6,PE100,1.0,17.0,GB/T 13663.2—2018,1.0492354629656644,0.9896180708291771,0.5945350538110066,0.6132116363953082,0.18532691808051005,0.027799037712076508,0.21312595579258656,0.21312595579258656,,,,,0.7155645370343355,38.0355255758908,False,False,2.264269798729546,2.4356889011097294,25.0,妥协,,PE,,PE|PE100|PN1|dn2000,DN,2000.0,公称外径,2000.0,117.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.027399999999999997,27.4,32,2.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2543.9012695172155,78814446.62108469,11822166.993162703,90636613.6142474,90636613.6142474,,,,,,,False,False,3.0382255712155912e-05,3.268237869457842e-05,25.0,兜底,Q>0.0000(Q_max_unpr),PE,,PE|PE100|PN1|dn32,DN,32.0,公称外径,32.0,2.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.0352,35.2,40,2.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1541.4024705439244,23859839.089029968,3578975.8633544953,27438814.952384464,27438814.952384464,,,,,,,False,False,5.9255993373206705e-05,6.374203527527177e-05,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn40,DN,40.0,公称外径,40.0,2.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.044,44.0,50,3.0,PE100,1.0,17.0,GB/T 13663.2—2018,,,,986.4975811481117,8230131.008040483,1234519.6512060724,9464650.659246556,9464650.659246556,,,,,,,False,False,0.00010743826451785509,0.00011557199967400516,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn50,DN,50.0,公称外径,50.0,3.0,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.0554,55.4,63,3.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,622.2742760568834,2742422.9679170717,411363.44518756075,3153786.4131046324,3153786.4131046324,,,,,,,False,False,0.0001985993791107309,0.00021363456940453986,25.0,兜底,Q>0.0002(Q_max_unpr),PE,,PE|PE100|PN1|dn63,DN,63.0,公称外径,63.0,3.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.066,66.0,75,4.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,438.4433693991607,1189738.3003173952,178460.7450476093,1368199.0453650046,1368199.0453650046,,,,,,,False,False,0.0003167638955368963,0.00034074486400180795,25.0,兜底,Q>0.0003(Q_max_unpr),PE,,PE|PE100|PN1|dn75,DN,75.0,公称外径,75.0,4.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.0792,79.2,90,5.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,304.4745620827505,498605.30973149964,74790.79645972494,573396.1061912245,573396.1061912245,,,,,,,False,False,0.0005150930198669438,0.0005540887186822669,25.0,兜底,Q>0.0006(Q_max_unpr),PE,,PE|PE100|PN1|dn90,DN,90.0,公称外径,90.0,5.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
